file_number,category,doc_type,order_date,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-088658-25,L1,Order,2026-01-22,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sMybJIAS/LTB-L-088658-25-HR January 22, 2026 cert.pdf",text,"[3969.75, 130.51, 3969.75, 5000.0, 36667.25, 186.0, 36853.25, 40823.0, 33666.56, 130.51, 41667.25, 186.0, 5000.0, 36853.25, 45637.0, 186.0, 5000.0, 40823.0, 38480.56, 186.0, 5000.0, 33666.56, 50000.0, 130.51]","[41667.25, 186.0, 45637.0, 186.0, 38480.56, 186.0]",40823.0,arrears,"ary 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$40,823.00<<< if the payment is made on or before February 2, 2026. See Schedule 1  for the c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013862-26,L1,Order,2026-04-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yaqTnIAI/LTB-L-013862-26-HR.pdf,text,"[976.68, 32.11, 976.68, 1900.0, 903.82, 186.0, 986.21, 4.65, 1089.82, 2066.5, 3043.18, 139.19, 32.11, 2803.82, 186.0, 1900.0, 1089.82, 3780.5, 186.0, 1900.0, 2066.5, 4757.18, 186.0, 1900.0, 3043.18, 2565.67, 186.0, 1900.0, 986.21, 4.65, 50000.0, 32.11]","[139.19, 2803.82, 186.0, 3780.5, 186.0, 4757.18, 186.0, 2565.67, 186.0]",3043.18,arrears,"May 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$3,043.18<<< if the payment is made on or before June 30, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103088-25,L1,Order,2026-04-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y51YoIAI/LTB-L-103088-25-HR.pdf,text,"[1728.49, 56.83, 1728.49, 7475.7, 304.39, 887.0, 554.41, 554.41, 887.0, 304.39, 186.0, 1703.22, 8.82, 490.39]",[],490.39,arrears,"It is ordered that:  1. The Tenants shall pay to the Landlord >>>$490.39<<<, which represents the balance of rent  arrears and costs owing to March 31, 202",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-102421-25,L1,ExParte Order,2026-01-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000slHxbIAE/LTB-L-102421-25-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-000089-26,L1,Order,2026-03-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vesKNIAY/LTB-L-000089-26-HR.pdf,text,"[3000.0, 98.63, 3000.0, 12900.0, 186.0, 3000.0, 45.39, 13086.0, 5026.91, 98.63, 12900.0, 186.0, 13086.0, 10886.3, 186.0, 3000.0, 45.39, 8026.91, 50000.0, 98.63]","[12900.0, 186.0, 13086.0, 10886.3, 186.0, 3000.0]",5026.91,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$5,026.91<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-108109-25,L1,Order,2026-03-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vdyulIAA/LTB-L-108109-25_Consent - March 19 2026.pdf,text,"[8021.0, 7835.0, 186.0, 2000.0, 1003.5]","[8021.0, 7835.0, 186.0]",2000.0,arrears,"o the Landlord the amount set out in paragraph 1 of this order as  follows:  a) >>>$2,000.00<<< on or before March 31, 2026 (arrears); AND    b) $1,003.50 per month due on or",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083566-25,L1,Order,2026-01-14,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qoWl7IAE/LTB-L-083566-25-L1 - Jan 14 2026.pdf,text,"[1827.13, 60.07, 1827.13, 5652.32, 526.74, 186.0, 1763.26, 141.66, 712.74, 1998.12, 60.07, 6179.06, 186.0, 5652.32, 712.74, 5373.12, 186.0, 5652.32, 1763.26, 141.66, 50000.0, 60.07]","[1998.12, 6179.06, 186.0, 5373.12, 186.0]",712.74,arrears,"ion was filed  - $5,652.32  Total the Tenants must pay to continue the tenancy  >>>$712.74<<<  B. Amount the Tenants must pay if the tenancy is terminated  Rent Owing to Hea",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099004-25,L1,Order,2026-02-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tpV3mIAE/LTB-L-099004-25-HR.pdf,text,"[3065.2, 100.77, 3065.2, 1600.0, 12529.32, 186.0, 3412.05, 6.87, 3500.0, 12715.32, 6634.28, 100.77, 14129.32, 186.0, 1600.0, 12715.32, 11467.2, 186.0, 1600.0, 3412.05, 6.87, 6634.28, 50000.0, 100.77]","[14129.32, 186.0, 11467.2, 186.0]",12715.32,arrears,"tion was filed  - $1,600.00  Total the Tenant must pay to continue the tenancy  >>>$12,715.32<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing to Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-001706-26,L1,Order,2026-03-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wSlAlIAK/LTB-L-001706-26-HR.pdf,text,"[5069.0, 282.0, 275.0]",[],5069.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$5,069.00<<< for arrears of rent up to March 31, 2026  and costs.  2. The Tenant shall pay t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009685-26,L1,Order,2026-05-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zSjwlIAC/LTB-L-009685-26-HR - May 13 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-087563-25,L1,Amended Order,2026-02-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tlGxnIAE/LTB-L-087563-25-AM-Signed.pdf,text,"[1470.87, 48.36, 1470.87, 2940.1, 8825.22, 7356.09, 186.0, 1711.66, 9011.32, 7542.09, 10482.19, 9012.96, 6380.72, 4743.59, 48.36, 11765.22, 10296.19, 186.0, 2940.1, 9011.32, 7542.09, 13236.09, 11767.06, 186.0, 2940.1, 10482.19, 9012.96, 10846.48, 9377.35, 186.0, 2940.1, 1711.66, 6380.72, 4743.59, 50000.0, 48.36]","[11765.22, 10296.19, 186.0, 13236.09, 11767.06, 186.0, 10846.48, 9377.35, 186.0]",10482.19,arrears,"ary 31, 2026. See  Schedule 1 for the calculation of the amount owing.   OR  •  >>>$10,482.19<<<  $9,012.96 if the payment is made on or before February 28, 2026. See  Schedule",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080631-25,L1,Order,2026-04-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wnHRhIAM/LTB-L-080631-25-HR - April 7 2026.pdf,text,"[2701.0, 13132.0, 4845.0, 186.0, 5031.0, 200.0, 5031.0, 200.0, 31.0]",[],5031.0,arrears,"It is ordered that:  1. The Tenants shall pay to the Landlord >>>$5,031.00<<< for arrears of rent up to March  31, 2026, and costs.  2. The Tenants shall pay",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021399-26,L1,Order,2026-05-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010O3XMIA0/LTB-L-021399-26 cert.pdf,text,"[380.0, 600.0, 202.0]",[380.0],600.0,ambiguous-max,"paragraph 1 in accordance with  the following schedule:  AMOUNT DUE  DUE DATE  >>>$600.00<<<  On or before the 15th day of each month for 6  months from June 15, 2026 to No","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-005073-26,L1,Order,2026-04-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x8JGRIA2/LTB-L-005073-26-HR.pdf,text,"[1148.98, 37.77, 1148.98, 3200.0, 2176.55, 186.0, 1097.91, 33.26, 2362.55, 157.94, 37.77, 5376.55, 186.0, 3200.0, 2362.55, 4303.11, 186.0, 3200.0, 1097.91, 33.26, 157.94, 50000.0, 37.77]","[5376.55, 186.0, 4303.11, 186.0]",2362.55,arrears,"ion was filed  - $3,200.00  Total the Tenants must pay to continue the tenancy  >>>$2,362.55<<<  B. Amount the Tenants must pay if the tenancy is terminated  Rent Owing to Hea",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021606-26,L1,Order,2026-05-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zc47ZIAQ/LTB-L-021606-26.pdf,text,"[3470.95, 186.0, 270.95, 400.0, 400.0]",[186.0],3470.95,arrears,"it is ordered that:    1. The Tenant shall pay to the Landlord >>>$3 470.95<<<, representing the rent arrears up to and  including May 31, 2026 and the $186.0",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-105417-25,L1,Order,2026-03-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ustnLIAQ/LTB-L-105417-25-HR.pdf,text,"[2700.0, 88.77, 2700.0, 4036.0, 2728.0, 186.0, 2700.0, 13.51, 5614.0, 280.26, 88.77, 9464.0, 186.0, 4036.0, 5614.0, 6283.25, 186.0, 4036.0, 2700.0, 13.51, 50000.0, 88.77]","[280.26, 9464.0, 186.0, 6283.25, 186.0]",5614.0,arrears,"tion was filed  - $4,036.00  Total the Tenant must pay to continue the tenancy  >>>$5,614.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006908-24,L1,Order,2026-02-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uIMt5IAG/LTB-L-006908-24 LTB-T-007688-24 and LTB-T-095569-23 Unit 2 - 17 Wentworth.pdf,text,[],[],,,,no dollar amount found
LTB-L-007581-26,L1,Order,2026-04-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x0XdHIAU/LTB-L-007581-26-HR.pdf,text,"[4253.01, 1500.0, 700.0, 1500.0, 1253.01]",[],4253.01,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$4,253.01<<< for arrears of rent up to April 30, 2026 and  costs.  2. The Tenant shall pay t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098768-25,L1,Order,2026-02-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uIhuRIAS/LTB-L-098768-25-HR.pdf,text,"[1950.0, 64.11, 1950.0, 18400.0, 186.0, 1950.0, 64.68, 18586.0, 20536.0, 15775.3, 64.11, 18400.0, 186.0, 18586.0, 20350.0, 186.0, 20536.0, 17603.98, 186.0, 1950.0, 64.68, 15775.3, 50000.0, 64.11]","[18400.0, 186.0, 18586.0, 20350.0, 186.0, 20536.0, 17603.98, 186.0, 1950.0]",20536.0,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$20,536.00<<< if the payment is made on or before March 2, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006001-26,L1,ExParte Order,2026-02-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uMIEEIA4/LTB-L-006001-26-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-102574-25,L1,Order,2026-02-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uXmiQIAS/LTB-L-102574-25-HR_L1Standard(DRO).pdf,text,"[1832.69, 60.25, 1832.69, 9250.38, 186.0, 9436.38, 11269.07, 8748.44, 60.25, 9250.38, 186.0, 9436.38, 11083.07, 186.0, 11269.07, 8562.44, 186.0, 8748.44, 50000.0, 60.25]","[9250.38, 186.0, 9436.38, 11083.07, 186.0, 11269.07, 8562.44]",11269.07,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$11,269.07<<< if the payment is made on or before March 31, 2026. See Schedule 1  for the cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010768-26,L1,Order,2026-04-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yV0pHIAS/12. LTB-L-010768-26-HR - April 30 2026 (CERTIFIED).pdf,text,"[1561.5, 51.34, 1561.5, 6246.0, 186.0, 1450.0, 6.17, 6432.0, 7993.5, 4184.43, 51.34, 6246.0, 186.0, 6432.0, 7807.5, 186.0, 7993.5, 5454.6, 186.0, 1450.0, 6.17, 4184.43, 50000.0, 51.34]","[6246.0, 186.0, 6432.0, 7807.5, 186.0, 7993.5, 5454.6, 186.0, 1450.0]",4184.43,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$4,184.43<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010945-26,L1,Review Order,2026-05-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010JNWfIAO/LTB-L-010945-26-RV.pdf,text,[],[],,,,no dollar amount found
LTB-L-097757-25,L1,Order,2026-02-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000td1SoIAI/LTB-L-097757-25 - February 12 2026.pdf,text,"[1799.0, 5751.9, 80.0, 186.0, 1799.0, 29.08, 4189.82, 5751.9, 186.0, 80.0, 1799.0, 29.08, 4189.82]","[5751.9, 186.0, 80.0]",4189.82,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$4,189.82<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103876-25,L1,Amended Order,2026-03-31,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wrvN3IAI/LTB-L-103876-25-HR-AM.pdf,text,"[17986.0, 1500.0, 1486.0]",[],17986.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$17,986.00<<< for arrears of rent up to February 28,  2026 and costs.  2. The Tenant shall pa",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-014178-26,L1,Order,2026-04-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xdIOHIA2/LTB-L-014178-26-HR_Certified.pdf,text,[],[],,,,no dollar amount found
LTB-L-031559-26,L1,ExParte Order,2026-05-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zMJYnIAO/LTB-L-031559-26-EX.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-102211-25,L1,Order,2026-03-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uSFKEIA4/LTB-L-102211-25-HR.pdf,text,"[1691.25, 5406.95, 186.0, 1650.0, 25.88, 3917.07, 5406.95, 186.0, 1650.0, 25.88, 3917.07]","[5406.95, 186.0, 1650.0]",3917.07,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$3,917.07<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-108794-25,L1,Order,2026-01-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000siq3pIAA/LTB-L-098107-25+ LTB-L-108794-25.pdf,,,,,,,download failed: 403 Client Error: Forbidden for url: https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000siq3pIAA/LTB-L-098107-25+%20LTB-L-108794-25.pdf
LTB-L-093550-25,L1,ExParte Order,2026-01-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rsHjlIAE/LTB-L-093550-25-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-018269-26,L1,Order,2026-05-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010C2bqIAC/LTB-L-018269-26-HR - May 22 2026.pdf,text,"[1781.0, 1595.0, 186.0, 600.0, 200.0, 200.0, 200.0, 200.0, 200.0, 181.0]",[],1781.0,arrears,"it is ordered that:  1. The Tenant shall pay to the Landlord >>>$1,781.00<<<, which represents the arrears of rent  ($1,595.00) and costs ($186.00) outstand",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103081-25,L1,Order,2026-04-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wt7x7IAA/LTB-L-103081-25-HR.pdf,text,"[1097.89, 36.1, 1097.89, 400.0, 3864.79, 186.0, 1045.0, 4.75, 700.0, 6246.57, 2516.85, 36.1, 6460.57, 186.0, 400.0, 6246.57, 3780.6, 186.0, 400.0, 1045.0, 4.75, 2516.85, 50000.0, 36.1]","[6460.57, 186.0, 3780.6, 186.0]",6246.57,arrears,"cation was filed  - $400.00  Total the Tenant must pay to continue the tenancy  >>>$6,246.57<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-017390-26,L1,Order,2026-05-15,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zSCJQIA4/LTB-L-017390-26-HR.pdf,text,"[947.0, 31.13, 947.0, 2841.0, 1558.02, 186.0, 1744.02, 983.8, 31.13, 4399.02, 186.0, 2841.0, 1744.02, 3638.8, 186.0, 2841.0, 983.8, 50000.0, 31.13]","[4399.02, 186.0, 3638.8, 186.0]",1744.02,arrears,"ion was filed  - $2,841.00  Total the Tenants must pay to continue the tenancy  >>>$1,744.02<<<  B. Amount the Tenants must pay if the tenancy is terminated  Rent Owing To Hea",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081479-25,L1,Order,2026-01-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000t8vPnIAI/LTB-L-081479-25-HR.pdf,text,"[2900.0, 1450.0, 47.67, 1450.0, 8700.0, 8700.0, 8700.0]",[8700.0],8700.0,arrears,"It is ordered that:  1. The Tenant shall pay to the Landlord >>>$8,700.00<<<. This amount includes rent arrears owing  up to December 31, 2025.         File",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091307-25,L1,Order,2026-01-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000souERIAY/LTB-L-091307-25-HR.pdf,text,"[850.0, 1409.0, 186.0, 850.0, 8.33, 736.67, 1409.0, 186.0, 850.0, 8.33, 736.67]","[1409.0, 186.0, 850.0]",736.67,arrears,e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$736.67<<<. This amount includes rent arrears owing up  to the date the Tenant moved out o,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-088562-25,L1,Order,2026-01-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qeDF8IAM/LTB-L-088562-25-HR.pdf,text,"[1000.0, 32.88, 1000.0, 7000.0, 186.0, 8186.0, 6712.08, 32.88, 8000.0, 186.0, 8186.0, 6526.08, 186.0, 6712.08, 50000.0, 32.88]","[8000.0, 186.0, 8186.0, 6526.08]",6712.08,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$6,712.08<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094490-25,L1,Order,2026-02-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tJ3grIAC/LTB-L-094490-25-HR.pdf,text,"[115.0, 3.78, 115.0, 230.0, 230.0, 186.0, 531.0, 646.0, 406.84, 3.78, 575.0, 186.0, 230.0, 531.0, 690.0, 186.0, 230.0, 646.0, 450.84, 186.0, 230.0, 406.84, 50000.0, 3.78]","[575.0, 186.0, 690.0, 186.0, 450.84, 186.0]",646.0,arrears,"ary 28, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$646.00<<< if the payment is made on or before March 31, 2026. See Schedule 1 for  the cal",found in operative 'It is ordered that' section; matched expected keyword for category
